"","sample_name","metric","value"
"895","G18001749","total_length",6916862
"896","G18001750","contamination_status",0
"897","G18001750","percentage_contamination",0
"898","G18001750","contigs",19
"899","G18001750","N50",842294
"900","G18001750","total_length",6274584
"901","G18001757","contamination_status",0
"902","G18001757","percentage_contamination",0
"903","G18001757","contigs",50
"904","G18001757","N50",489752
"905","G18001757","total_length",7165040
"906","G18001760","contamination_status",0
"907","G18001760","percentage_contamination",0
"908","G18001760","contigs",47
"909","G18001760","N50",292105
"910","G18001760","total_length",7126467
"911","G18001761","contamination_status",0
"912","G18001761","percentage_contamination",0
"913","G18001761","contigs",73
"914","G18001761","N50",184738
"915","G18001761","total_length",6935884
"916","G18001762","contamination_status",0
"917","G18001762","percentage_contamination",0
"918","G18001762","contigs",31
"919","G18001762","N50",410125
"920","G18001762","total_length",6338530
"921","G18001764","contamination_status",0
"922","G18001764","percentage_contamination",0
"923","G18001764","contigs",71
"924","G18001764","N50",317899
"925","G18001764","total_length",6813928
"926","G18001767","contamination_status",0
"927","G18001767","percentage_contamination",0
"928","G18001767","contigs",74
"929","G18001767","N50",299981
"930","G18001767","total_length",6802081
"931","G18001771","contamination_status",0
"932","G18001771","percentage_contamination",0
"933","G18001771","contigs",90
"934","G18001771","N50",173770
"935","G18001771","total_length",7137094
"936","G18001772","contamination_status",0
"937","G18001772","percentage_contamination",0
"938","G18001772","contigs",62
"939","G18001772","N50",231331
"940","G18001772","total_length",6996160
"941","G18001774","contamination_status",0
"942","G18001774","percentage_contamination",0
"943","G18001774","contigs",78
"944","G18001774","N50",260055
"945","G18001774","total_length",7008383
"946","G18001775","contamination_status",0
"947","G18001775","percentage_contamination",0
"948","G18001775","contigs",55
"949","G18001775","N50",269435
"950","G18001775","total_length",7210820
"951","G18001779","contamination_status",0
"952","G18001779","percentage_contamination",0
"953","G18001779","contigs",23
"954","G18001779","N50",682922
"955","G18001779","total_length",6502087
"956","G18001786","contamination_status",0
"957","G18001786","percentage_contamination",0
"958","G18001786","contigs",58
"959","G18001786","N50",293930
"960","G18001786","total_length",6853147
"961","G18001787","contamination_status",0
"962","G18001787","percentage_contamination",0
"963","G18001787","contigs",88
"964","G18001787","N50",226673
"965","G18001787","total_length",6990917
"966","G18001788","contamination_status",0
"967","G18001788","percentage_contamination",0
"968","G18001788","contigs",48
"969","G18001788","N50",324372
"970","G18001788","total_length",6377606
"971","G18001794","contamination_status",0
"972","G18001794","percentage_contamination",0
"973","G18001794","contigs",109
"974","G18001794","N50",205267
"975","G18001794","total_length",7473219
"976","G18001797","contamination_status",0
"977","G18001797","percentage_contamination",0
"978","G18001797","contigs",104
"979","G18001797","N50",193552
"980","G18001797","total_length",7510558
"981","G18001798","contamination_status",0
"982","G18001798","percentage_contamination",0
"983","G18001798","contigs",73
"984","G18001798","N50",167944
"985","G18001798","total_length",7091782
"986","G18001799","contamination_status",0
"987","G18001799","percentage_contamination",0
"988","G18001799","contigs",64
"989","G18001799","N50",384644
"990","G18001799","total_length",6915409
"991","G18001802","contamination_status",0
"992","G18001802","percentage_contamination",0
"993","G18001802","contigs",50
"994","G18001802","N50",419344
"995","G18001802","total_length",6763106
"996","G18001805","contamination_status",0
"997","G18001805","percentage_contamination",0
"998","G18001805","contigs",65
"999","G18001805","N50",345229
"1000","G18001805","total_length",6777295
"1001","G18001806","contamination_status",0
"1002","G18001806","percentage_contamination",0
"1003","G18001806","contigs",43
"1004","G18001806","N50",482906
"1005","G18001806","total_length",6432172
"1006","G18001807","contamination_status",0
"1007","G18001807","percentage_contamination",0
"1008","G18001807","contigs",28
"1009","G18001807","N50",486797
"1010","G18001807","total_length",6341414
"1011","G18001812","contamination_status",0
"1012","G18001812","percentage_contamination",0
"1013","G18001812","contigs",74
"1014","G18001812","N50",224783
"1015","G18001812","total_length",6739223
"1016","G18001815","contamination_status",0
"1017","G18001815","percentage_contamination",0
"1018","G18001815","contigs",32
"1019","G18001815","N50",513903
"1020","G18001815","total_length",6404674
"1021","G18001816","contamination_status",0
"1022","G18001816","percentage_contamination",0
"1023","G18001816","contigs",31
"1024","G18001816","N50",466764
"1025","G18001816","total_length",6407599
"1026","G18001821","contamination_status",1
"1027","G18001821","percentage_contamination",21.75
"1028","G18001821","contigs",171
"1029","G18001821","N50",293891
"1030","G18001821","total_length",7123261
"1031","G18001827","contamination_status",0
"1032","G18001827","percentage_contamination",0
"1033","G18001827","contigs",25
"1034","G18001827","N50",679066
"1035","G18001827","total_length",6375766
"1036","G18001834","contamination_status",0
"1037","G18001834","percentage_contamination",0
"1038","G18001834","contigs",61
"1039","G18001834","N50",208322
"1040","G18001834","total_length",6994252
"1041","G18001835","contamination_status",0
"1042","G18001835","percentage_contamination",0
"1043","G18001835","contigs",28
"1044","G18001835","N50",389043
"1045","G18001835","total_length",6342995
"1046","G18001838","contamination_status",0
"1047","G18001838","percentage_contamination",0
"1048","G18001838","contigs",65
"1049","G18001838","N50",235419
"1050","G18001838","total_length",6899202
"1051","G18001840","contamination_status",0
"1052","G18001840","percentage_contamination",0
"1053","G18001840","contigs",42
"1054","G18001840","N50",386338
"1055","G18001840","total_length",6594090
"1056","G18001842","contamination_status",0
"1057","G18001842","percentage_contamination",0
"1058","G18001842","contigs",25
"1059","G18001842","N50",605752
"1060","G18001842","total_length",6323640
"1061","G18001843","contamination_status",0
"1062","G18001843","percentage_contamination",0
"1063","G18001843","contigs",37
"1064","G18001843","N50",346763
"1065","G18001843","total_length",6500676
"1066","G18001844","contamination_status",0
"1067","G18001844","percentage_contamination",0
"1068","G18001844","contigs",61
"1069","G18001844","N50",231622
"1070","G18001844","total_length",7040437
"1071","G18001845","contamination_status",0
"1072","G18001845","percentage_contamination",0
"1073","G18001845","contigs",54
"1074","G18001845","N50",308678
"1075","G18001845","total_length",6853008
"1076","G18001846","contamination_status",0
"1077","G18001846","percentage_contamination",0
"1078","G18001846","contigs",30
"1079","G18001846","N50",501321
"1080","G18001846","total_length",6409943
"1081","G18001848","contamination_status",0
"1082","G18001848","percentage_contamination",0
"1083","G18001848","contigs",28
"1084","G18001848","N50",656429
"1085","G18001848","total_length",6278450
"1086","G18001850","contamination_status",0
"1087","G18001850","percentage_contamination",0
"1088","G18001850","contigs",51
"1089","G18001850","N50",425929
"1090","G18001850","total_length",6836406
"1091","G18001852","contamination_status",0
"1092","G18001852","percentage_contamination",0
"1093","G18001852","contigs",87
"1094","G18001852","N50",237130
"1095","G18001852","total_length",6999991
"1096","G18001855","contamination_status",0
"1097","G18001855","percentage_contamination",0
"1098","G18001855","contigs",54
"1099","G18001855","N50",390055
"1100","G18001855","total_length",6936184
"1101","G18001858","contamination_status",1
"1102","G18001858","percentage_contamination",10.86
"1103","G18001858","contigs",145
"1104","G18001858","N50",467062
"1105","G18001858","total_length",6839335
"1106","G18001861","contamination_status",0
"1107","G18001861","percentage_contamination",0
"1108","G18001861","contigs",73
"1109","G18001861","N50",308019
"1110","G18001861","total_length",7217123
"1111","G18001862","contamination_status",0
"1112","G18001862","percentage_contamination",0
"1113","G18001862","contigs",63
"1114","G18001862","N50",290368
"1115","G18001862","total_length",6971551
"1116","G18001863","contamination_status",0
"1117","G18001863","percentage_contamination",0
"1118","G18001863","contigs",47
"1119","G18001863","N50",425400
"1120","G18001863","total_length",6650266
"1121","G18001864","contamination_status",0
"1122","G18001864","percentage_contamination",0
"1123","G18001864","contigs",56
"1124","G18001864","N50",341927
"1125","G18001864","total_length",6754894
"1126","G18001865","contamination_status",0
"1127","G18001865","percentage_contamination",0
"1128","G18001865","contigs",98
"1129","G18001865","N50",295737
"1130","G18001865","total_length",7161060
"1131","G18001867","contamination_status",0
"1132","G18001867","percentage_contamination",0
"1133","G18001867","contigs",103
"1134","G18001867","N50",200067
"1135","G18001867","total_length",7171982
"1136","G18001868","contamination_status",1
"1137","G18001868","percentage_contamination",15.89
"1138","G18001868","contigs",180
"1139","G18001868","N50",204381
"1140","G18001868","total_length",7139506
"1141","G18001869","contamination_status",1
"1142","G18001869","percentage_contamination",22.4
"1143","G18001869","contigs",213
"1144","G18001869","N50",126113
"1145","G18001869","total_length",7820446
"1146","G18001870","contamination_status",0
"1147","G18001870","percentage_contamination",0
"1148","G18001870","contigs",68
"1149","G18001870","N50",239277
"1150","G18001870","total_length",7279025
"1151","G18001871","contamination_status",0
"1152","G18001871","percentage_contamination",0
"1153","G18001871","contigs",69
"1154","G18001871","N50",269068
"1155","G18001871","total_length",6811915
"1156","G18001873","contamination_status",0
"1157","G18001873","percentage_contamination",0
"1158","G18001873","contigs",87
"1159","G18001873","N50",238033
"1160","G18001873","total_length",7187575
"1161","G18001876","contamination_status",0
"1162","G18001876","percentage_contamination",0
